employeeid,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome(USD),NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimes,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,yearofjoining,TechnologyAdoption,Benefits,Facilities,ChallengingLevels,ExtracurricularActivities,YearOfLeaving
101730,34,No,Travel_Rarely,Sales,8,Technical Degree,2,Male,4,2,Sales Executive,3,Single,6799,1,Y,No,21,4,3,2,10,5,3,10,8,4,8,2007,3,4,5,0,5,
101731,43,Yes,Travel_Rarely,Research & Development,11,Life Sciences,1,Female,3,3,Healthcare Representative,3,Married,7510,1,Y,No,17,3,2,1,10,1,3,10,9,0,9,2004,4,3,2,1,4,2014
101732,31,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,3,2,Research Scientist,1,Single,5003,1,Y,N,21,4,2,0,10,6,3,10,8,8,7,2007,5,2,3,0,3,
101733,35,No,Travel_Rarely,Sales,7,Life Sciences,3,Male,3,2,Sales Executive,4,Married,5204,1,Y,Yes,11,3,4,0,10,2,3,10,8,0,9,2007,4,2,3,0,4,
101734,31,Yes,Travel_Frequently,Sales,26,Marketing,2,Male,3,2,Sales Executive,4,Divorced,5617,1,Y,Yes,11,3,3,0,10,4,3,10,7,0,8,2001,3,4,2,1,3,2011
101735,55,No,Travel_Rarely,Human Resources,26,Human Resources,3,Male,3,5,Human Resources,2,Married,19636,4,Y,Y,18,3,3,1,35,0,3,10,9,1,4,2007,2,3,4,1,2,
101736,40,No,Travel_Frequently,Research & Development,11,Technical Degree,4,Female,3,2,Laboratory Technician,3,Married,6323,1,Y,No,11,3,1,1,10,2,4,10,9,9,4,2007,2,5,4,1,2,
101737,33,No,Travel_Rarely,Sales,10,Marketing,2,Male,3,2,Sales Executive,3,Single,5487,1,Y,No,14,3,2,0,10,2,2,10,4,0,9,2007,3,4,5,0,5,
101738,39,Yes,Travel_Rarely,Research & Development,9,Medical,1,Female,3,2,Manufacturing Director,1,Married,5151,1,Y,No,25,4,2,1,10,3,3,10,0,7,9,2004,4,3,2,1,4,2014
101739,54,No,Travel_Rarely,Research & Development,22,Medical,2,Female,3,4,Research Director,3,Single,17426,3,Y,N,25,4,3,1,36,6,3,10,8,4,7,2007,5,2,3,0,3,
101740,29,No,Travel_Rarely,Sales,5,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,1,Y,Yes,13,3,4,1,10,3,2,10,0,0,9,2007,4,2,3,0,4,
101741,31,Yes,Travel_Rarely,Sales,5,Life Sciences,2,Female,3,2,Sales Executive,4,Divorced,5476,1,Y,No,11,3,1,2,10,2,3,10,0,0,2,2001,3,4,2,1,3,2011
101742,45,No,Travel_Rarely,Research & Development,2,Other,4,Female,3,2,Manufacturing Director,4,Divorced,5770,1,Y,Y,19,3,3,2,10,3,3,10,7,3,9,2007,2,3,4,1,2,
101743,39,No,Travel_Rarely,Research & Development,3,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,Y,No,15,3,4,1,11,3,3,10,8,0,7,2007,2,5,4,1,2,
101744,44,No,Travel_Frequently,Human Resources,1,Human Resources,1,Male,3,2,Human Resources,4,Single,5743,4,Y,Yes,11,3,3,0,14,3,3,10,7,0,2,2007,3,4,5,0,5,
101745,45,Yes,Travel_Rarely,Research & Development,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,1,Y,Yes,14,3,2,0,10,3,3,10,7,1,4,2004,4,3,2,1,4,2014
101746,45,No,Non-Travel,Sales,26,Marketing,1,Male,3,2,Sales Executive,1,Single,4385,1,Y,N,15,3,1,1,10,2,3,10,7,4,5,2007,5,2,3,0,3,
101747,46,No,Travel_Rarely,Research & Development,13,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,6,Y,No,14,3,4,0,19,3,3,10,7,0,9,2007,4,2,3,0,4,
101748,30,Yes,Travel_Rarely,Research & Development,16,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,2862,1,Y,No,12,3,2,1,10,2,2,10,0,0,8,2001,3,4,2,1,3,2011
101749,46,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Y,Y,12,3,3,1,13,5,2,10,6,0,3,2007,2,3,4,1,2,
101750,34,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Female,2,1,Research Scientist,4,Married,2929,1,Y,No,12,3,2,0,10,3,3,10,9,8,7,2007,2,5,4,1,2,
101751,43,No,Travel_Rarely,Sales,2,Medical,4,Male,3,2,Sales Executive,4,Single,7847,1,Y,Yes,17,3,1,1,10,3,3,10,9,8,8,2007,3,4,5,0,5,
101752,41,Yes,Travel_Rarely,Sales,6,Marketing,4,Female,3,3,Sales Executive,3,Single,9241,1,Y,No,12,3,2,0,10,3,3,10,8,8,7,2004,4,3,2,1,4,2014
101753,35,No,Travel_Rarely,Sales,7,Life Sciences,3,Female,3,2,Sales Executive,4,Single,5204,1,Y,N,11,3,4,0,10,2,3,10,8,0,9,2007,5,2,3,0,3,
101754,31,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5003,1,Y,No,21,4,4,0,10,6,3,10,8,8,7,2007,4,2,3,0,4,
101755,40,Yes,Travel_Frequently,Research & Development,11,Technical Degree,2,Female,3,2,Laboratory Technician,3,Divorced,6323,1,Y,No,11,3,1,1,10,2,4,10,9,9,4,2001,3,4,2,1,3,2011
101756,43,No,Travel_Rarely,Research & Development,11,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,7510,1,Y,Y,17,3,3,1,10,1,3,10,9,0,9,2007,2,3,4,1,2,
101757,55,No,Travel_Rarely,Human Resources,26,Human Resources,3,Male,4,5,Human Resources,2,Married,19636,4,Y,Yes,18,3,1,1,35,0,3,10,9,1,4,2007,2,5,4,1,2,
101758,31,No,Travel_Frequently,Sales,26,Marketing,1,Male,3,2,Sales Executive,4,Single,5617,1,Y,Yes,11,3,3,0,10,4,3,10,7,0,8,2007,3,4,5,0,5,
101759,35,Yes,Travel_Rarely,Research & Development,9,Medical,2,Female,3,2,Research Scientist,3,Single,5098,1,Y,No,19,3,2,0,10,5,3,10,7,0,8,2004,4,3,2,1,4,2014
101760,56,Yes,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,3,1,Laboratory Technician,3,Single,2339,8,Y,N,11,3,4,1,14,4,1,10,9,9,8,2003,5,2,3,0,3,2013
101761,56,No,Travel_Rarely,Research & Development,7,Technical Degree,4,Male,3,1,Laboratory Technician,3,Married,2339,8,Y,No,11,3,4,1,14,4,1,10,9,9,8,2007,4,2,3,0,4,
101762,38,Yes,Travel_Rarely,Sales,10,Life Sciences,2,Female,3,2,Sales Executive,4,Divorced,5343,1,Y,No,11,3,3,1,10,1,3,10,7,1,9,2001,3,4,2,1,3,2011
101763,35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,3,2,Healthcare Representative,3,Married,5689,1,Y,Y,14,3,3,2,10,2,4,10,2,0,2,2007,2,3,4,1,2,
101764,35,No,Travel_Rarely,Research & Development,9,Medical,2,Male,3,2,Research Scientist,3,Single,5098,1,Y,No,19,3,2,0,10,5,3,10,7,0,8,2007,2,5,4,1,2,
101765,38,No,Travel_Rarely,Sales,10,Life Sciences,1,Male,3,2,Sales Executive,4,Single,5343,1,Y,No,11,3,3,1,10,1,3,10,7,1,9,2007,3,4,5,0,5,
101766,35,Yes,Travel_Frequently,Research & Development,18,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,5689,1,Y,Yes,14,3,2,2,10,2,4,10,2,0,2,2004,4,3,2,1,4,2014
101767,31,No,Travel_Rarely,Research & Development,20,Life Sciences,2,Male,3,2,Laboratory Technician,3,Single,4197,1,Y,N,11,3,1,1,10,2,3,10,8,0,2,2007,5,2,3,0,3,
101768,36,No,Travel_Rarely,Sales,10,Technical Degree,2,Male,2,2,Sales Executive,3,Married,5673,1,Y,Yes,13,3,4,1,10,4,3,10,9,1,7,2007,4,2,3,0,4,
101769,36,Yes,Travel_Frequently,Human Resources,2,Human Resources,2,Male,2,2,Human Resources,4,Divorced,3886,1,Y,No,21,4,4,0,10,2,2,10,1,0,8,2001,3,4,2,1,3,2011
101770,39,No,Travel_Rarely,Research & Development,9,Medical,1,Male,3,2,Manufacturing Director,1,Married,5151,1,Y,Y,25,4,3,1,10,3,3,10,0,7,9,2007,2,3,4,1,2,
101771,33,No,Travel_Rarely,Sales,10,Marketing,2,Male,3,2,Sales Executive,3,Single,5487,1,Y,No,14,3,2,0,10,2,2,10,4,0,9,2007,2,5,4,1,2,
101772,33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,Male,4,1,Research Scientist,1,Single,3143,6,Y,No,19,3,2,1,14,1,3,10,8,7,6,2007,3,4,5,0,5,
101773,35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,Female,3,2,Sales Executive,4,Single,5813,1,Y,Yes,18,3,2,0,10,2,3,10,7,7,7,2004,4,3,2,1,4,2014
101774,37,No,Travel_Rarely,Human Resources,8,Other,3,Male,3,2,Human Resources,2,Single,4071,2,Y,N,13,3,3,0,19,4,2,10,0,4,7,2007,5,2,3,0,3,
101775,34,No,Travel_Rarely,Sales,8,Technical Degree,2,Male,4,2,Sales Executive,3,Married,6799,1,Y,No,21,4,4,2,10,5,3,10,8,4,8,2007,4,2,3,0,4,
101776,37,Yes,Travel_Rarely,Research & Development,10,Medical,2,Male,3,2,Manufacturing Director,1,Divorced,4213,1,Y,No,15,3,2,0,10,4,1,10,3,0,8,2001,3,4,2,1,3,2011
101777,28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,3,3,Healthcare Representative,1,Single,8722,1,Y,Y,12,3,3,0,10,2,2,10,7,1,9,2000,2,3,4,1,2,2010
101778,51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,9,Y,Yes,12,3,3,3,18,2,4,10,0,2,7,2006,2,5,4,1,2,2016
101779,41,No,Travel_Rarely,Research & Development,7,Technical Degree,2,Male,4,1,Research Scientist,3,Single,3376,1,Y,No,13,3,3,0,10,3,3,10,6,0,8,2007,3,4,5,0,5,
101780,35,Yes,Travel_Rarely,Research & Development,21,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,4014,1,Y,Yes,25,4,2,1,10,2,1,10,6,0,7,2004,4,3,2,1,4,2014
101781,54,No,Travel_Rarely,Research & Development,17,Technical Degree,3,Female,3,3,Manufacturing Director,3,Single,10739,8,Y,N,11,3,3,1,22,2,3,10,7,0,8,2007,5,2,3,0,3,
101782,33,No,Non-Travel,Sales,17,Life Sciences,4,Male,3,4,Sales Executive,3,Single,17444,1,Y,No,11,3,4,0,10,2,3,10,8,6,0,2007,4,2,3,0,4,
101783,35,Yes,Travel_Rarely,Sales,3,Life Sciences,2,Male,3,3,Sales Executive,4,Divorced,7823,6,Y,No,13,3,2,1,12,2,3,10,9,0,8,2001,3,4,2,1,3,2011
101784,44,Yes,Travel_Rarely,Research & Development,15,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,1,Y,Y,11,3,3,1,10,2,3,10,7,0,5,2000,2,3,4,1,2,2010
101785,34,No,Travel_Frequently,Human Resources,11,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,4,Y,No,11,3,4,2,14,5,4,10,9,1,8,2007,2,5,4,1,2,
101786,32,No,Travel_Rarely,Sales,8,Medical,3,Male,4,2,Sales Executive,4,Single,6209,1,Y,No,15,3,3,2,10,4,4,10,7,0,8,2007,3,4,5,0,5,
101787,31,Yes,Non-Travel,Sales,2,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,1,Y,Yes,19,3,2,1,10,5,2,10,8,9,6,2004,4,3,2,1,4,2014
101788,32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,Single,4883,1,Y,N,18,3,1,1,10,3,3,10,4,1,1,2003,5,2,3,0,3,2013
101789,31,No,Travel_Rarely,Research & Development,24,Medical,3,Male,2,2,Healthcare Representative,1,Single,6812,1,Y,No,19,3,4,0,10,2,3,10,9,1,8,2007,4,2,3,0,4,
101790,54,Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,4,Research Director,4,Divorced,17779,3,Y,No,14,3,1,0,36,2,3,10,9,0,9,2001,3,4,2,1,3,2011
101791,44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2011,1,Y,Y,13,3,3,1,10,5,3,10,5,7,7,2007,2,3,4,1,2,
101792,30,No,Travel_Rarely,Sales,10,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,1,10,3,3,10,3,1,4,2007,2,5,4,1,2,
101793,29,No,Travel_Rarely,Research & Development,6,Medical,2,Male,3,1,Laboratory Technician,4,Single,3131,1,Y,No,13,3,1,1,10,5,3,10,8,0,8,2007,3,4,5,0,5,
101794,30,Yes,Travel_Rarely,Research & Development,7,Life Sciences,3,Female,3,2,Laboratory Technician,3,Divorced,3491,1,Y,No,13,3,2,3,10,4,2,10,7,8,9,2004,4,3,2,1,4,2014
101795,33,No,Travel_Frequently,Sales,25,Medical,2,Female,3,2,Sales Executive,3,Single,4539,1,Y,N,12,3,1,1,10,3,2,10,7,0,1,2007,5,2,3,0,3,
101796,29,No,Travel_Rarely,Research & Development,8,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,4,1,10,2,2,10,7,1,2,2007,4,2,3,0,4,
101797,54,Yes,Travel_Rarely,Research & Development,22,Medical,2,Female,3,4,Laboratory Technician,3,Divorced,17426,3,Y,No,25,4,3,1,36,6,3,10,8,4,7,2001,3,4,2,1,3,2011
101798,29,No,Travel_Rarely,Sales,5,Medical,1,Male,3,2,Sales Executive,2,Divorced,4187,1,Y,Y,13,3,3,1,10,3,2,10,0,0,9,2007,2,3,4,1,2,
101799,31,No,Travel_Rarely,Sales,5,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,1,Y,No,11,3,1,2,10,2,3,10,0,0,2,2007,2,5,4,1,2,
101800,41,No,Travel_Rarely,Sales,6,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,1,Y,No,12,3,2,0,10,3,3,10,8,8,7,2007,3,4,5,0,5,
101801,43,Yes,Travel_Rarely,Sales,2,Medical,4,Female,3,2,Sales Executive,4,Married,7847,1,Y,Yes,17,3,2,1,10,3,3,10,9,8,8,2004,4,3,2,1,4,2014
101802,34,No,Travel_Rarely,Research & Development,19,Life Sciences,2,Female,3,1,Research Scientist,4,Single,2929,1,Y,N,12,3,2,0,10,3,3,10,9,8,7,2007,5,2,3,0,3,
101803,46,No,Travel_Rarely,Sales,2,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Y,Yes,12,3,4,1,13,5,2,10,6,0,3,2007,4,2,3,0,4,
101804,30,Yes,Travel_Rarely,Research & Development,16,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,2862,1,Y,No,12,3,2,1,10,2,2,10,0,0,8,2001,3,4,2,1,3,2011
101805,46,No,Travel_Rarely,Research & Development,13,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,6,Y,Y,14,3,3,0,19,3,3,10,7,0,9,2007,2,3,4,1,2,
101806,44,No,Travel_Frequently,Human Resources,1,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,4,Y,Yes,11,3,3,0,14,3,3,10,7,0,2,2007,2,5,4,1,2,
101807,45,No,Travel_Rarely,Research & Development,2,Other,4,Male,2,2,Manufacturing Director,4,Single,5770,1,Y,No,19,3,1,2,10,3,3,10,7,3,9,2007,3,4,5,0,5,
101808,39,Yes,Travel_Rarely,Research & Development,3,Medical,3,Female,2,2,Laboratory Technician,3,Divorced,3069,0,Y,No,15,3,2,1,11,3,3,10,8,0,7,2004,4,3,2,1,4,2014
101809,45,No,Non-Travel,Sales,26,Marketing,1,Male,3,2,Sales Executive,1,Single,4385,1,Y,N,15,3,1,1,10,2,3,10,7,4,5,2007,5,2,3,0,3,
101810,45,No,Travel_Rarely,Research & Development,5,Medical,3,Male,1,2,Laboratory Technician,1,Single,5769,1,Y,Yes,14,3,4,0,10,3,3,10,7,1,4,2007,4,2,3,0,4,
101811,30,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,2,2,Sales Executive,1,Divorced,9714,1,Y,No,11,3,4,1,10,4,3,10,8,6,7,2001,3,4,2,1,3,2011
101812,45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,Y,Y,12,3,3,3,10,4,3,10,8,7,7,2007,2,3,4,1,2,
101813,29,No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,4,0,10,3,3,10,9,1,5,2007,2,5,4,1,2,
101814,35,No,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,4,2,Laboratory Technician,3,Single,3407,1,Y,No,17,3,4,2,10,3,2,10,9,6,8,2007,3,4,5,0,5,
101815,29,Yes,Travel_Rarely,Sales,19,Life Sciences,3,Female,2,2,Sales Executive,3,Divorced,8620,1,Y,No,14,3,2,2,10,3,3,10,7,0,4,2004,4,3,2,1,4,2014
101816,37,No,Travel_Rarely,Research & Development,13,Medical,1,Male,3,2,Research Scientist,4,Single,4285,1,Y,N,17,3,1,0,10,2,3,10,8,3,7,2007,5,2,3,0,3,
101817,34,No,Travel_Rarely,Sales,1,Technical Degree,4,Male,2,3,Sales Executive,3,Married,7083,1,Y,Yes,14,3,4,0,10,3,3,10,9,8,6,2007,4,2,3,0,4,
101818,31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,2,Female,4,3,Manufacturing Director,2,Divorced,7446,1,Y,No,11,3,1,0,10,2,3,10,8,4,7,2001,3,4,2,1,3,2011
101819,48,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,1,Y,Y,11,3,3,0,11,2,3,10,9,0,8,2007,2,3,4,1,2,
101820,58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,7,Y,Yes,14,3,4,0,31,0,2,10,9,5,9,2006,2,5,4,1,2,2016
101821,34,No,Travel_Rarely,Sales,15,Medical,3,Male,3,2,Sales Executive,1,Single,6125,1,Y,No,12,3,4,0,10,6,4,10,8,9,6,2007,3,4,5,0,5,
101822,31,Yes,Travel_Rarely,Research & Development,22,Medical,4,Female,3,2,Manufacturing Director,3,Married,6179,1,Y,Yes,15,3,2,2,10,3,2,10,2,6,7,2004,4,3,2,1,4,2014
101823,29,No,Travel_Rarely,Human Resources,17,Other,2,Male,3,3,Human Resources,1,Single,7988,1,Y,N,13,3,1,0,10,3,2,10,9,0,9,2007,5,2,3,0,3,
101824,36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,1,Y,No,16,3,4,0,10,2,2,10,4,1,8,2007,4,2,3,0,4,
101825,29,Yes,Travel_Rarely,Research & Development,8,Medical,2,Male,2,2,Manufacturing Director,4,Divorced,5056,1,Y,Yes,15,3,3,1,10,2,2,10,7,1,2,2001,3,4,2,1,3,2011
101826,29,No,Travel_Rarely,Research & Development,6,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,1,Y,Y,13,3,3,1,10,5,3,10,8,0,8,2007,2,3,4,1,2,
101827,30,No,Travel_Rarely,Sales,10,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,1,10,3,3,10,3,1,4,2007,2,5,4,1,2,
101828,41,No,Travel_Rarely,Research & Development,7,Technical Degree,2,Male,4,1,Research Scientist,3,Single,3376,1,Y,No,13,3,3,0,10,3,3,10,6,0,8,2007,3,4,5,0,5,
101829,51,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,1,Research Scientist,3,Married,2461,9,Y,Yes,12,3,2,3,18,2,4,10,0,2,7,2004,4,3,2,1,4,2014
101830,28,Yes,Non-Travel,Research & Development,24,Technical Degree,2,Male,3,3,Healthcare Representative,1,Single,8722,1,Y,N,12,3,1,0,10,2,2,10,7,1,9,2003,5,2,3,0,3,2013
101831,54,No,Travel_Rarely,Research & Development,17,Technical Degree,3,Male,3,3,Manufacturing Director,3,Married,10739,8,Y,No,11,3,4,1,22,2,3,10,7,0,8,2007,4,2,3,0,4,
101832,35,Yes,Travel_Rarely,Research & Development,21,Life Sciences,2,Female,3,2,Healthcare Representative,4,Divorced,4014,1,Y,Yes,25,4,4,1,10,2,1,10,6,0,7,2001,3,4,2,1,3,2011
101833,35,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,6,Y,Y,13,3,3,1,12,2,3,10,9,0,8,2007,2,3,4,1,2,
101834,33,No,Non-Travel,Sales,17,Life Sciences,4,Male,3,4,Sales Executive,3,Single,17444,1,Y,No,11,3,4,0,10,2,3,10,8,6,0,2007,2,5,4,1,2,
101835,37,No,Non-Travel,Sales,19,Medical,1,Male,3,3,Sales Executive,2,Single,7642,1,Y,Yes,13,3,4,0,10,2,3,10,0,0,9,2007,3,4,5,0,5,
101836,29,Yes,Travel_Rarely,Research & Development,23,Life Sciences,3,Female,4,1,Research Scientist,3,Married,2700,1,Y,No,24,4,2,1,10,3,3,10,7,0,7,2004,4,3,2,1,4,2014
101837,35,Yes,Travel_Frequently,Research & Development,25,Life Sciences,4,Female,3,1,Research Scientist,2,Single,2022,1,Y,N,19,3,1,1,10,3,2,10,2,7,8,2003,5,2,3,0,3,2013
101838,32,No,Travel_Frequently,Sales,5,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,1,Y,No,14,3,4,1,10,3,3,10,8,5,3,2007,4,2,3,0,4,
101839,37,Yes,Travel_Rarely,Research & Development,13,Medical,2,Male,3,2,Research Scientist,4,Divorced,4285,1,Y,No,17,3,1,0,10,2,3,10,8,3,7,2001,3,4,2,1,3,2011
101840,45,No,Travel_Rarely,Research & Development,1,Technical Degree,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,Y,Y,12,3,3,3,10,4,3,10,8,7,7,2007,2,3,4,1,2,
101841,34,No,Travel_Rarely,Sales,1,Technical Degree,4,Male,2,3,Sales Executive,3,Married,7083,1,Y,Yes,14,3,4,0,10,3,3,10,9,8,6,2007,2,5,4,1,2,
101842,35,No,Travel_Rarely,Research & Development,28,Life Sciences,2,Male,4,2,Laboratory Technician,3,Single,3407,1,Y,No,17,3,4,2,10,3,2,10,9,6,8,2007,3,4,5,0,5,
101843,29,Yes,Travel_Rarely,Research & Development,3,Medical,2,Female,3,1,Laboratory Technician,1,Single,4723,1,Y,Yes,18,3,2,0,10,3,3,10,9,1,5,2004,4,3,2,1,4,2014
101844,30,Yes,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,1,Single,9714,1,Y,N,11,3,4,1,10,4,3,10,8,6,7,2003,5,2,3,0,3,2013
101845,29,No,Travel_Rarely,Sales,19,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,1,Y,No,14,3,4,2,10,3,3,10,7,0,4,2007,4,2,3,0,4,
101846,31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,2,Female,4,3,Manufacturing Director,2,Divorced,7446,1,Y,No,11,3,1,0,10,2,3,10,8,4,7,2001,3,4,2,1,3,2011
101847,36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,Single,5810,1,Y,Y,16,3,3,0,10,2,2,10,4,1,8,2007,2,3,4,1,2,
101848,29,No,Travel_Rarely,Human Resources,17,Other,2,Male,2,3,Human Resources,1,Single,7988,1,Y,No,13,3,1,0,10,3,2,10,9,0,9,2007,2,5,4,1,2,
101849,31,No,Non-Travel,Sales,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,9852,1,Y,Yes,19,3,1,1,10,5,2,10,8,9,6,2007,3,4,5,0,5,
101850,44,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,1,Y,No,13,3,2,1,10,5,3,10,5,7,7,2004,4,3,2,1,4,2014
101851,30,No,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,3,2,Laboratory Technician,3,Single,3491,1,Y,N,13,3,1,3,10,4,2,10,7,8,9,2007,5,2,3,0,3,
101852,54,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,3,Y,No,14,3,4,0,36,2,3,10,9,0,9,2007,4,2,3,0,4,
101853,31,Yes,Travel_Rarely,Research & Development,24,Medical,2,Female,2,2,Healthcare Representative,1,Divorced,6812,1,Y,No,19,3,2,0,10,2,3,10,9,1,8,2001,3,4,2,1,3,2011
101854,34,No,Travel_Frequently,Human Resources,11,Life Sciences,3,Male,3,2,Human Resources,2,Married,4490,4,Y,Y,11,3,3,2,14,5,4,10,9,1,8,2007,2,3,4,1,2,
101855,33,No,Travel_Frequently,Sales,25,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,Y,No,12,3,1,1,10,3,2,10,7,0,1,2007,2,5,4,1,2,
101856,44,No,Travel_Rarely,Research & Development,15,Medical,1,Male,3,3,Healthcare Representative,4,Single,7978,1,Y,No,11,3,4,1,10,2,3,10,7,0,5,2007,3,4,5,0,5,
101857,32,Yes,Travel_Rarely,Sales,8,Medical,3,Female,4,2,Sales Executive,4,Married,6209,1,Y,No,15,3,2,2,10,4,4,10,7,0,8,2004,4,3,2,1,4,2014
101858,32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,Single,4883,1,Y,N,18,3,1,1,10,3,3,10,4,1,1,2003,5,2,3,0,3,2013
101859,31,No,Travel_Rarely,Research & Development,22,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,1,Y,Yes,15,3,4,2,10,3,2,10,2,6,7,2007,4,2,3,0,4,
101860,48,Yes,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,3,Manufacturing Director,4,Divorced,7898,1,Y,No,11,3,3,0,11,2,3,10,9,0,8,2001,3,4,2,1,3,2011
101861,58,Yes,Travel_Rarely,Research & Development,7,Medical,3,Female,3,3,Manufacturing Director,1,Married,10008,7,Y,Y,14,3,3,0,31,0,2,10,9,5,9,2000,2,3,4,1,2,2010
101862,34,No,Travel_Rarely,Sales,15,Medical,3,Female,3,2,Sales Executive,1,Single,6125,1,Y,No,12,3,4,0,10,6,4,10,8,9,6,2007,2,5,4,1,2,
101863,55,No,Travel_Rarely,Sales,18,Life Sciences,1,Male,3,4,Sales Representative,2,Single,16835,3,Y,No,23,4,4,0,37,2,3,10,9,7,7,2007,3,4,5,0,5,
101864,36,Yes,Non-Travel,Sales,10,Medical,2,Female,3,3,Sales Executive,4,Single,9980,1,Y,No,14,3,2,0,10,3,2,10,3,9,7,2004,4,3,2,1,4,2014
101865,42,No,Travel_Rarely,Research & Development,24,Medical,4,Male,3,3,Manufacturing Director,1,Single,7406,1,Y,N,21,4,4,1,10,5,2,10,9,5,8,2007,5,2,3,0,3,
101866,34,No,Travel_Rarely,Sales,21,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,1,Y,No,12,3,4,0,10,3,3,10,7,5,7,2007,4,2,3,0,4,
101867,52,Yes,Travel_Rarely,Research & Development,6,Technical Degree,2,Male,3,2,Research Scientist,1,Divorced,5577,3,Y,Yes,12,3,2,2,18,3,3,10,9,6,9,2001,3,4,2,1,3,2011
